BB ID 1,BB ID 2,AB,BA
1185,109335,63143,4747
1185,109336,59794,3673
1185,109338,46187,3544
1185,109341,48126,1647
1185,109337,68101,1767
1185,109342,56080,1673
1185,109344,18549,1070
1185,109339,43536,1166
1185,109345,31462,1447
1185,109346,36516,2076
1185,109347,14020,1463
1185,109340,40275,1247
1185,109348,53265,1418
1185,109349,38683,1495
1185,109343,45882,2638
1185,109331,73591,85449
1185,109350,75010,74848
1189,109329,106345,102052
1189,109330,92386,102341
1189,109332,91316,103744
1189,109333,86288,101435
1189,109334,61547,81662
1189,109335,46149,9326
1189,109336,38198,5489
1189,109338,23512,8667
1189,109341,25535,3932
1189,109337,49642,2520
1189,109342,35797,3615
1189,109344,809,3881
1189,109339,12937,1692
1189,109345,8998,5732
1189,109346,13492,6850
1189,109347,1621,11919
1189,109340,12892,2745
1189,109348,28224,2021
1189,109349,12121,3375
1189,109343,25309,8432
1189,109331,76388,99026
1189,109350,78317,93826
1190,109329,106364,100938
1190,109330,92466,101386
1190,109332,91428,102918
1190,109333,86329,100264
1190,109334,61676,78529
1190,109335,48786,7711
1190,109336,41040,4488
1190,109338,25315,6230
1190,109341,30325,3681
1190,109337,53435,2424
1190,109342,40356,3419
1190,109344,776,2132
1190,109339,16017,1273
1190,109345,10995,4142
1190,109346,16778,5515
1190,109347,1664,7367
1190,109340,15461,2044
1190,109348,33205,1966
1190,109349,16244,2962
1190,109343,30134,7821
1190,109331,76480,97875
1190,109350,78538,91934
1191,109329,105443,82235
1191,109330,88642,86574
1191,109332,87926,92505
1191,109333,84147,88407
1191,109334,62670,48761
1191,109335,64208,4062
1191,109336,63214,4330
1191,109338,51053,4248
1191,109341,49917,1304
1191,109337,69762,1681
1191,109342,57957,1488
1191,109344,23873,1071
1191,109339,48281,1412
1191,109345,34297,1079
1191,109346,38150,1578
1191,109347,20540,1649
1191,109340,44774,1416
1191,109348,56037,1396
1191,109349,40611,1076
1191,109343,47461,2013
1191,109331,72208,80781
1191,109350,73239,68658
1170,109329,104799,60670
1170,109330,85832,63135
1170,109332,84635,70209
1170,109333,81304,61595
1170,109334,65384,27058
1170,109335,75553,6368
1170,109336,76177,8893
1170,109338,66240,8526
1170,109341,65371,2716
1170,109337,81606,3747
1170,109342,71136,2913
1170,109344,51239,4200
1170,109339,66527,4819
1170,109345,54951,2758
1170,109346,55733,2503
1170,109347,43429,3032
1170,109340,63537,4322
1170,109348,71581,3641
1170,109349,59733,2850
1170,109343,61099,2599
1170,109331,67874,53188
1170,109350,70336,44957
1163,109329,104710,61661
1163,109330,85233,65410
1163,109332,84730,74653
1163,109333,81969,69748
1163,109334,65657,35121
1163,109335,75053,7959
1163,109336,75830,11280
1163,109338,66378,12112
1163,109341,64418,3482
1163,109337,81069,4590
1163,109342,70343,3687
1163,109344,50607,5990
1163,109339,65556,6119
1163,109345,53554,3741
1163,109346,54577,3313
1163,109347,43340,5344
1163,109340,62597,5625
1163,109348,70279,4156
1163,109349,58315,3401
1163,109343,59931,3308
1163,109331,67794,58392
1163,109350,68863,46330
1155,109329,102823,15958
1155,109330,75107,16244
1155,109332,75986,25294
1155,109333,78840,35937
1155,109334,75824,44873
1155,109335,91694,46952
1155,109336,92538,50139
1155,109338,86327,48557
1155,109341,85538,38618
1155,109337,95648,41736
1155,109342,89573,39058
1155,109344,74923,40720
1155,109339,86664,44099
1155,109345,78058,38897
1155,109346,78455,37529
1155,109347,69621,39161
1155,109340,84622,42919
1155,109348,89986,41075
1155,109349,81720,38782
1155,109343,82131,37679
1155,109331,55109,14024
1155,109350,53656,5732
